company_name,ticker,country,meeting_date,meeting_id,meeting_type,proposal_number,proposal_text,proponent,management_rec,nbim_vote,position_paper,rationale_text
labcorp holdings inc,LH,United States,2020-05-13 00:00:00,1415084,Annual,1h,Elect Director Adam H. Schechter,Management,For,Against,Position paper: Separation of chairperson and CEO,"The board should exercise objective judgement on corporate affairs and be able to make decisions independently of management. The roles of chairperson and CEO should not be held by the same individual. Where a company founder combines both roles, we may support this for a limited period, provided the board has put in place measures to mitigate any conflicts of interest."
labcorp holdings inc,LH,United States,2020-05-13 00:00:00,1415084,Annual,4,Reduce Ownership Threshold for Shareholders to Call Special Meeting,Shareholder,Against,For,,"Shareholders should in certain circumstances have the opportunity to raise issues of material importance without having to wait for management to schedule a meeting. All proposals subject to shareholder approval should be presented as individual items, and the vote tally should be published."
biomarin pharmaceutical inc,BMRN,United States,2023-05-23 00:00:00,1742584,Annual,1.3,Elect Director Jean-Jacques Bienaime,Management,For,Withhold,Position paper: Separation of chairperson and CEO,"The board should exercise objective judgement on corporate affairs and be able to make decisions independently of management. The roles of chairperson and CEO should not be held by the same individual. Where a company founder combines both roles, we may support this for a limited period, provided the board has put in place measures to mitigate any conflicts of interest."
biomarin pharmaceutical inc,BMRN,United States,2022-05-24 00:00:00,1635809,Annual,1.3,Elect Director Jean-Jacques Bienaime,Management,For,Withhold,Position paper: Separation of chairperson and CEO,"The board should exercise objective judgement on corporate affairs and be able to make decisions independently of management. The roles of chairperson and CEO should not be held by the same individual. Where a company founder combines both roles, we may support this for a limited period, provided the board has put in place measures to mitigate any conflicts of interest."
biomarin pharmaceutical inc,BMRN,United States,2022-05-24 00:00:00,1635809,Annual,3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,Against,Position paper: CEO remuneration,"The board is responsible for attracting the right CEO and setting appropriate remuneration. A substantial proportion of annual remuneration should be provided as shares that are locked in for five to ten years, regardless of resignation or retirement. The board should provide transparency on total remuneration to avoid unacceptable outcomes. The board should ensure that all benefits have a clear business rationale. Pensionable income should constitute a minor part of total remuneration."
biomarin pharmaceutical inc,BMRN,United States,2021-05-25 00:00:00,1531611,Annual,1.1,Elect Director Jean-Jacques Bienaime,Management,For,Withhold,Position paper: Separation of chairperson and CEO,"The board should exercise objective judgement on corporate affairs and be able to make decisions independently of management. The roles of chairperson and CEO should not be held by the same individual. Where a company founder combines both roles, we may support this for a limited period, provided the board has put in place measures to mitigate any conflicts of interest."
biomarin pharmaceutical inc,BMRN,United States,2021-05-25 00:00:00,1531611,Annual,1.4,Elect Director Michael Grey,Management,For,Withhold,Position paper: Time commitment of board members,Board members should devote sufficient time to fulfil their responsibilities effectively. The chairperson is responsible for leading all aspects of the board’s work and should devote a significant amount of time to fulfil his or her responsibilities effectively. Board members should contribute to effective discussions and decision-making by attending all meetings.
biomarin pharmaceutical inc,BMRN,United States,2021-05-25 00:00:00,1531611,Annual,3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,Against,Position paper: CEO remuneration,"The board is responsible for attracting the right CEO and setting appropriate remuneration. A substantial proportion of annual remuneration should be provided as shares that are locked in for five to ten years, regardless of resignation or retirement. The board should provide transparency on total remuneration to avoid unacceptable outcomes. The board should ensure that all benefits have a clear business rationale. Pensionable income should constitute a minor part of total remuneration."
biomarin pharmaceutical inc,BMRN,United States,2020-05-27 00:00:00,1420974,Annual,1.1,Elect Director Jean-Jacques Bienaime,Management,For,Withhold,Position paper: Separation of chairperson and CEO,"The board should exercise objective judgement on corporate affairs and be able to make decisions independently of management. The roles of chairperson and CEO should not be held by the same individual. Where a company founder combines both roles, we may support this for a limited period, provided the board has put in place measures to mitigate any conflicts of interest."
iveco group nv,IVG,Netherlands,2025-04-16 00:00:00,1914458,Annual,4e,Elect Clara Fain as a Non-Executive Director,Management,For,Against,Position paper: Board independence,"The board should guide company strategy and monitor management performance without conflicts of interest. A majority of shareholder-elected board members in a non-controlled company should be independent of management, dominant shareholders, and related third parties. In a majority-controlled company, at least a third of board members should be independent."
iveco group nv,IVG,Netherlands,2025-04-16 00:00:00,1914458,Annual,4g,Reelect Linda Knoll as a Non-Executive Director,Management,For,Against,Position paper: Board independence,"The board should guide company strategy and monitor management performance without conflicts of interest. A majority of shareholder-elected board members in a non-controlled company should be independent of management, dominant shareholders, and related third parties. In a majority-controlled company, at least a third of board members should be independent."
iveco group nv,IVG,Netherlands,2025-04-16 00:00:00,1914458,Annual,4h,Reelect Alessandro Nasi as a Non-Executive Director,Management,For,Against,Position paper: Board independence,"The board should guide company strategy and monitor management performance without conflicts of interest. A majority of shareholder-elected board members in a non-controlled company should be independent of management, dominant shareholders, and related third parties. In a majority-controlled company, at least a third of board members should be independent."
iveco group nv,IVG,Netherlands,2025-04-16 00:00:00,1914458,Annual,7,Approve Executive Incentive Bonus Plan,Management,For,Against,Position paper: CEO remuneration,"The board is responsible for attracting the right CEO and setting appropriate remuneration. A substantial proportion of annual remuneration should be provided as shares that are locked in for five to ten years, regardless of resignation or retirement. The board should provide transparency on total remuneration to avoid unacceptable outcomes. The board should ensure that all benefits have a clear business rationale. Pensionable income should constitute a minor part of total remuneration."
iveco group nv,IVG,Netherlands,2023-04-14 00:00:00,1723476,Annual,2.c,Approve Remuneration Report,Management,For,Against,Position paper: CEO remuneration,"The board is responsible for attracting the right CEO and setting appropriate remuneration. A substantial proportion of annual remuneration should be provided as shares that are locked in for five to ten years, regardless of resignation or retirement. The board should provide transparency on total remuneration to avoid unacceptable outcomes. The board should ensure that all benefits have a clear business rationale. Pensionable income should constitute a minor part of total remuneration."
iveco group nv,IVG,Netherlands,2022-04-13 00:00:00,1614653,Annual,6,"Approve Plan to Award (Rights to Subscribe for) Common Shares in the Capital of the
Company to Executive Directors",Management,For,Against,Position paper: CEO remuneration,"The board is responsible for attracting the right CEO and setting appropriate remuneration. A substantial proportion of annual remuneration should be provided as shares that are locked in for five to ten years, regardless of resignation or retirement. The board should provide transparency on total remuneration to avoid unacceptable outcomes. The board should ensure that all benefits have a clear business rationale. Pensionable income should constitute a minor part of total remuneration."
james hardie industries plc,JHX,Ireland,2025-10-29 00:00:00,2000331,Annual,2,Approve the Remuneration Report,Management,For,Against,Position paper: CEO remuneration,"The board is responsible for attracting the right CEO and setting appropriate remuneration. A substantial proportion of annual remuneration should be provided as shares that are locked in for five to ten years, regardless of resignation or retirement. The board should provide transparency on total remuneration to avoid unacceptable outcomes. The board should ensure that all benefits have a clear business rationale. Pensionable income should constitute a minor part of total remuneration."
james hardie industries plc,JHX,Ireland,2025-10-29 00:00:00,2000331,Annual,3a,Elect Gary Hendrickson as Director,Management,For,Against,,"Shareholders should have the right to seek changes to the board when it does not act in their best interest. We will consider whether the board has failed to act on material requests from shareholders, sought to circumvent shareholder proposals or implemented governance changes limiting shareholders’ rights without their approval. When voting on a proposal to discharge the board of responsibilities, we will consider whether any information raises reasonable doubt about the board’s actions. We will also take into considerations unsatisfactory financial and strategic performance, mismanaged risk-taking, unacceptable treatment of stakeholders or undesired environmental or social outcomes from company operations."
james hardie industries plc,JHX,Ireland,2025-10-29 00:00:00,2000331,Annual,3c,Elect Howard Heckes as Director,Management,For,Against,,"Shareholders should have the right to seek changes to the board when it does not act in their best interest. We will consider whether the board has failed to act on material requests from shareholders, sought to circumvent shareholder proposals or implemented governance changes limiting shareholders’ rights without their approval. When voting on a proposal to discharge the board of responsibilities, we will consider whether any information raises reasonable doubt about the board’s actions. We will also take into considerations unsatisfactory financial and strategic performance, mismanaged risk-taking, unacceptable treatment of stakeholders or undesired environmental or social outcomes from company operations."
james hardie industries plc,JHX,Ireland,2025-10-29 00:00:00,2000331,Annual,3d,Elect Peter John Davis as Director,Management,For,Against,,"Shareholders should have the right to seek changes to the board when it does not act in their best interest. We will consider whether the board has failed to act on material requests from shareholders, sought to circumvent shareholder proposals or implemented governance changes limiting shareholders’ rights without their approval. When voting on a proposal to discharge the board of responsibilities, we will consider whether any information raises reasonable doubt about the board’s actions. We will also take into considerations unsatisfactory financial and strategic performance, mismanaged risk-taking, unacceptable treatment of stakeholders or undesired environmental or social outcomes from company operations."
james hardie industries plc,JHX,Ireland,2025-10-29 00:00:00,2000331,Annual,3e,Elect Anne Lloyd as Director,Management,For,Against,,"Shareholders should have the right to seek changes to the board when it does not act in their best interest. We will consider whether the board has failed to act on material requests from shareholders, sought to circumvent shareholder proposals or implemented governance changes limiting shareholders’ rights without their approval. When voting on a proposal to discharge the board of responsibilities, we will consider whether any information raises reasonable doubt about the board’s actions. We will also take into considerations unsatisfactory financial and strategic performance, mismanaged risk-taking, unacceptable treatment of stakeholders or undesired environmental or social outcomes from company operations."
james hardie industries plc,JHX,Ireland,2025-10-29 00:00:00,2000331,Annual,3f,Elect Rada Rodriguez as Director,Management,For,Against,,"Shareholders should have the right to seek changes to the board when it does not act in their best interest. We will consider whether the board has failed to act on material requests from shareholders, sought to circumvent shareholder proposals or implemented governance changes limiting shareholders’ rights without their approval. When voting on a proposal to discharge the board of responsibilities, we will consider whether any information raises reasonable doubt about the board’s actions. We will also take into considerations unsatisfactory financial and strategic performance, mismanaged risk-taking, unacceptable treatment of stakeholders or undesired environmental or social outcomes from company operations."
grupo financiero banorte sab de cv,GFNORTEO,Mexico,2020-04-24 00:00:00,1411173,Annual,4.a5,Elect Carlos de la Isla Corry as Director,Management,For,Against,Position paper: Board independence,"Board decisions that are particularly vulnerable to conflicts of interest should have additional safeguards. Management should not serve on the audit or remuneration committees. The audit committee should have a majority of independent, shareholder-elected members."
sartorius ag,SRT3,Germany,2024-03-28 00:00:00,1821476,Annual,5,Ratify PricewaterhouseCoopers GmbH as Auditors for Fiscal Year 2024 and for the Review of Interim Financial Statements,Management,For,Against,,The external auditor should act in an independent manner. We will consider the auditor’s independence and any concerns about the accounts or audit procedures. Excessive non-audit-related fees represent a potential conflict of interest and should be avoided.
ppl corp,PPL,United States,2023-05-17 00:00:00,1739484,Annual,5,Require Independent Board Chair,Shareholder,Against,For,Position paper: Separation of chairperson and CEO,"The board should exercise objective judgement on corporate affairs and be able to make decisions independently of management. The roles of chairperson and CEO should not be held by the same individual. Where a company founder combines both roles, we may support this for a limited period, provided the board has put in place measures to mitigate any conflicts of interest."
ppl corp,PPL,United States,2021-05-18 00:00:00,1528610,Annual,1d,Elect Director Craig A. Rogerson,Management,For,Against,Position paper: Time commitment of board members,Board members should devote sufficient time to fulfil their responsibilities effectively. The chairperson is responsible for leading all aspects of the board’s work and should devote a significant amount of time to fulfil his or her responsibilities effectively. Board members should contribute to effective discussions and decision-making by attending all meetings.
ppl corp,PPL,United States,2020-05-13 00:00:00,1415907,Annual,1d,Elect Director Craig A. Rogerson,Management,For,Against,Position paper: Time commitment of board members,Board members should devote sufficient time to fulfil their responsibilities effectively. The chairperson is responsible for leading all aspects of the board’s work and should devote a significant amount of time to fulfil his or her responsibilities effectively. Board members should contribute to effective discussions and decision-making by attending all meetings.
ppl corp,PPL,United States,2020-05-13 00:00:00,1415907,Annual,1f,Elect Director William H. Spence,Management,For,Against,Position paper: Separation of chairperson and CEO,"The board should exercise objective judgement on corporate affairs and be able to make decisions independently of management. The roles of chairperson and CEO should not be held by the same individual. Where a company founder combines both roles, we may support this for a limited period, provided the board has put in place measures to mitigate any conflicts of interest."
ppl corp,PPL,United States,2020-05-13 00:00:00,1415907,Annual,4,Require Independent Board Chairman,Shareholder,Against,For,Position paper: Separation of chairperson and CEO,"The board should exercise objective judgement on corporate affairs and be able to make decisions independently of management. The roles of chairperson and CEO should not be held by the same individual. Where a company founder combines both roles, we may support this for a limited period, provided the board has put in place measures to mitigate any conflicts of interest."
sgs sa,SGSN,Switzerland,2025-03-26 00:00:00,1915383,Annual,7,Transact Other Business (Voting),Management,For,Against,,We will not support an agenda item if the information disclosed is insufficient to make an informed decision.
sgs sa,SGSN,Switzerland,2024-03-26 00:00:00,1817969,Annual,7,Transact Other Business (Voting),Management,For,Against,,We will not support an agenda item if the information disclosed is insufficient to make an informed decision.
sgs sa,SGSN,Switzerland,2023-03-28 00:00:00,1704837,Annual,6.2,Approve Creation of Capital Band within the Upper Limit of CHF 8 Million and the Lower Limit of CHF 7.3 Million with or without Exclusion of Preemptive Rights,Management,For,Against,Position paper: Shareholder rights in equity issuances,Existing shareholders should have the right to approve share issuances in order to prevent the dilution of ownership without their prior consent. Existing shareholders should have the right to participate pro rata to maintain their voting share and benefit from any discount offered. The approval for a general authority should be reasonably close in time to the intended capital allocation to allow for an informed voting decision.
sgs sa,SGSN,Switzerland,2023-03-28 00:00:00,1704837,Annual,7,Transact Other Business (Voting),Management,For,Against,,We will not support an agenda item if the information disclosed is insufficient to make an informed decision.
sgs sa,SGSN,Switzerland,2022-03-29 00:00:00,1595057,Annual,6,Transact Other Business (Voting),Management,For,Against,,We will not support an agenda item if the information disclosed is insufficient to make an informed decision.
sgs sa,SGSN,Switzerland,2021-03-23 00:00:00,1490520,Annual,8,Transact Other Business (Voting),Management,For,Against,,We will not support an agenda item if the information disclosed is insufficient to make an informed decision.
sgs sa,SGSN,Switzerland,2020-03-24 00:00:00,1382070,Annual,6,Transact Other Business (Voting),Management,For,Against,,
hp inc,HPQ,United States,2023-04-24 00:00:00,1718938,Annual,5,Provide Right to Act by Written Consent,Shareholder,Against,For,,"Shareholders should in certain circumstances have the opportunity to raise issues of material importance without having to wait for management to schedule a meeting. All proposals subject to shareholder approval should be presented as individual items, and the vote tally should be published."
hp inc,HPQ,United States,2021-04-13 00:00:00,1505971,Annual,4,Provide Right to Act by Written Consent,Shareholder,Against,For,,"Shareholders should in certain circumstances have the opportunity to raise issues of material importance without having to wait for management to schedule a meeting. All proposals subject to shareholder approval should be presented as individual items, and the vote tally should be published."
hp inc,HPQ,United States,2020-05-12 00:00:00,1412377,Annual,5,Provide Right to Act by Written Consent,Shareholder,Against,For,,"Shareholders should in certain circumstances have the opportunity to raise issues of material importance without having to wait for management to schedule a meeting. All proposals subject to shareholder approval should be presented as individual items, and the vote tally should be published."
bank hapoalim bm,POLI,Israel,2025-08-21 00:00:00,1992665,Annual,4,Elect Saul Gelbard as External Director as Defined in Directive 301,Management,For,Abstain,Position paper: Board independence,"The board should guide company strategy and monitor management performance without conflicts of interest. A majority of shareholder-elected board members in a non-controlled company should be independent of management, dominant shareholders, and related third parties. In a majority-controlled company, at least a third of board members should be independent."
bank hapoalim bm,POLI,Israel,2025-08-21 00:00:00,1992665,Annual,6,Elect Claudio Yarza as External Director,Management,For,Abstain,Position paper: Board independence,"The board should guide company strategy and monitor management performance without conflicts of interest. A majority of shareholder-elected board members in a non-controlled company should be independent of management, dominant shareholders, and related third parties. In a majority-controlled company, at least a third of board members should be independent."
bank hapoalim bm,POLI,Israel,2025-08-21 00:00:00,1992665,Annual,9,Elect Amira Sharon as Director,Management,For,Abstain,Position paper: Board independence,"The board should guide company strategy and monitor management performance without conflicts of interest. A majority of shareholder-elected board members in a non-controlled company should be independent of management, dominant shareholders, and related third parties. In a majority-controlled company, at least a third of board members should be independent."
bank hapoalim bm,POLI,Israel,2024-11-20 00:00:00,1904360,Annual,4,Elect Eran Yaacov as External Director as Defined in Directive 301,Management,For,Abstain,Position paper: Board independence,"The board should guide company strategy and monitor management performance without conflicts of interest. A majority of shareholder-elected board members in a non-controlled company should be independent of management, dominant shareholders, and related third parties. In a majority-controlled company, at least a third of board members should be independent."
bank hapoalim bm,POLI,Israel,2024-11-20 00:00:00,1904360,Annual,7,Elect Amir Kushilevitz as Director,Management,For,Abstain,Position paper: Board independence,"The board should guide company strategy and monitor management performance without conflicts of interest. A majority of shareholder-elected board members in a non-controlled company should be independent of management, dominant shareholders, and related third parties. In a majority-controlled company, at least a third of board members should be independent."
bank hapoalim bm,POLI,Israel,2023-11-08 00:00:00,1793917,Annual,4,Elect Michal Halperin as External Director,Management,For,Abstain,Position paper: Board independence,"The board should guide company strategy and monitor management performance without conflicts of interest. A majority of shareholder-elected board members in a non-controlled company should be independent of management, dominant shareholders, and related third parties. In a majority-controlled company, at least a third of board members should be independent."
bank hapoalim bm,POLI,Israel,2023-11-08 00:00:00,1793917,Annual,7,Elect Mohammad Sayed Ahmad as Director,Management,For,Abstain,Position paper: Board independence,"The board should guide company strategy and monitor management performance without conflicts of interest. A majority of shareholder-elected board members in a non-controlled company should be independent of management, dominant shareholders, and related third parties. In a majority-controlled company, at least a third of board members should be independent."
bank hapoalim bm,POLI,Israel,2022-08-11 00:00:00,1668566,Annual,5,Elect Anat Peled as External Director,Management,For,Abstain,Position paper: Board independence,"The board should guide company strategy and monitor management performance without conflicts of interest. A majority of shareholder-elected board members in a non-controlled company should be independent of management, dominant shareholders, and related third parties. In a majority-controlled company, at least a third of board members should be independent."
bank hapoalim bm,POLI,Israel,2022-08-11 00:00:00,1668566,Annual,7,Elect Ron Shamir as External Director,Management,For,Abstain,Position paper: Board independence,"The board should guide company strategy and monitor management performance without conflicts of interest. A majority of shareholder-elected board members in a non-controlled company should be independent of management, dominant shareholders, and related third parties. In a majority-controlled company, at least a third of board members should be independent."
bank hapoalim bm,POLI,Israel,2022-08-11 00:00:00,1668566,Annual,10,Elect Ronen Lago as Director,Management,For,Abstain,Position paper: Board independence,"The board should guide company strategy and monitor management performance without conflicts of interest. A majority of shareholder-elected board members in a non-controlled company should be independent of management, dominant shareholders, and related third parties. In a majority-controlled company, at least a third of board members should be independent."
bank hapoalim bm,POLI,Israel,2021-10-21 00:00:00,1575739,Annual,3.2,Elect Ron Hadassi as External Director,Management,For,Abstain,Position paper: Board independence,"The board should guide company strategy and monitor management performance without conflicts of interest. A majority of shareholder-elected board members in a non-controlled company should be independent of management, dominant shareholders, and related third parties. In a majority-controlled company, at least a third of board members should be independent."
bank hapoalim bm,POLI,Israel,2021-10-21 00:00:00,1575739,Annual,4.1,Elect Odelia Levanon as Director,Management,For,Abstain,Position paper: Board independence,"The board should guide company strategy and monitor management performance without conflicts of interest. A majority of shareholder-elected board members in a non-controlled company should be independent of management, dominant shareholders, and related third parties. In a majority-controlled company, at least a third of board members should be independent."
bank hapoalim bm,POLI,Israel,2020-10-22 00:00:00,1471912,Annual,4,Elect Issawi Frij as External Director,Management,For,Abstain,Position paper: Board independence,"The board should guide company strategy and monitor management performance without conflicts of interest. A majority of shareholder-elected board members in a non-controlled company should be independent of management, dominant shareholders, and related third parties. In a majority-controlled company, at least a third of board members should be independent."
bank hapoalim bm,POLI,Israel,2020-10-22 00:00:00,1471912,Annual,6,Elect Israel Trau as Director,Management,For,Abstain,Position paper: Board independence,"The board should guide company strategy and monitor management performance without conflicts of interest. A majority of shareholder-elected board members in a non-controlled company should be independent of management, dominant shareholders, and related third parties. In a majority-controlled company, at least a third of board members should be independent."
cincinnati financial corp,CINF,United States,2023-05-06 00:00:00,1732361,Annual,1.5,Elect Director Steven J. Johnston,Management,For,Against,Position paper: Separation of chairperson and CEO,"The board should exercise objective judgement on corporate affairs and be able to make decisions independently of management. The roles of chairperson and CEO should not be held by the same individual. Where a company founder combines both roles, we may support this for a limited period, provided the board has put in place measures to mitigate any conflicts of interest."
cincinnati financial corp,CINF,United States,2022-05-07 00:00:00,1625215,Annual,1.6,Elect Director Steven J. Johnston,Management,For,Against,Position paper: Separation of chairperson and CEO,"The board should exercise objective judgement on corporate affairs and be able to make decisions independently of management. The roles of chairperson and CEO should not be held by the same individual. Where a company founder combines both roles, we may support this for a limited period, provided the board has put in place measures to mitigate any conflicts of interest."
cincinnati financial corp,CINF,United States,2021-05-08 00:00:00,1521282,Annual,1.6,Elect Director Steven J. Johnston,Management,For,Against,Position paper: Separation of chairperson and CEO,"The board should exercise objective judgement on corporate affairs and be able to make decisions independently of management. The roles of chairperson and CEO should not be held by the same individual. Where a company founder combines both roles, we may support this for a limited period, provided the board has put in place measures to mitigate any conflicts of interest."
jabil inc,JBL,United States,2025-01-23 00:00:00,1916970,Annual,1a,Elect Director Anousheh Ansari,Management,For,Against,,"Shareholders should have the right to seek changes to the board when it does not act in their best interest. We will consider whether the board has failed to act on material requests from shareholders, sought to circumvent shareholder proposals or implemented governance changes limiting shareholders’ rights without their approval. When voting on a proposal to discharge the board of responsibilities, we will consider whether any information raises reasonable doubt about the board’s actions. We will also take into considerations unsatisfactory financial and strategic performance, mismanaged risk-taking, unacceptable treatment of stakeholders or undesired environmental or social outcomes from company operations."
jabil inc,JBL,United States,2025-01-23 00:00:00,1916970,Annual,1e,Elect Director John C. Plant,Management,For,Against,Position paper: Time commitment of board members,Board members should devote sufficient time to fulfil their responsibilities effectively. The chairperson is responsible for leading all aspects of the board’s work and should devote a significant amount of time to fulfil his or her responsibilities effectively. Board members should contribute to effective discussions and decision-making by attending all meetings.
jabil inc,JBL,United States,2025-01-23 00:00:00,1916970,Annual,1f,Elect Director Steven A. Raymund,Management,For,Against,,"Shareholders should have the right to seek changes to the board when it does not act in their best interest. We will consider whether the board has failed to act on material requests from shareholders, sought to circumvent shareholder proposals or implemented governance changes limiting shareholders’ rights without their approval. When voting on a proposal to discharge the board of responsibilities, we will consider whether any information raises reasonable doubt about the board’s actions. We will also take into considerations unsatisfactory financial and strategic performance, mismanaged risk-taking, unacceptable treatment of stakeholders or undesired environmental or social outcomes from company operations."
jabil inc,JBL,United States,2025-01-23 00:00:00,1916970,Annual,1h,"Elect Director N.V. ""Tiger"" Tyagarajan",Management,For,Against,,"Shareholders should have the right to seek changes to the board when it does not act in their best interest. We will consider whether the board has failed to act on material requests from shareholders, sought to circumvent shareholder proposals or implemented governance changes limiting shareholders’ rights without their approval. When voting on a proposal to discharge the board of responsibilities, we will consider whether any information raises reasonable doubt about the board’s actions. We will also take into considerations unsatisfactory financial and strategic performance, mismanaged risk-taking, unacceptable treatment of stakeholders or undesired environmental or social outcomes from company operations."
jabil inc,JBL,United States,2025-01-23 00:00:00,1916970,Annual,3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,Against,Position paper: CEO remuneration,"The board is responsible for attracting the right CEO and setting appropriate remuneration. A substantial proportion of annual remuneration should be provided as shares that are locked in for five to ten years, regardless of resignation or retirement. The board should provide transparency on total remuneration to avoid unacceptable outcomes. The board should ensure that all benefits have a clear business rationale. Pensionable income should constitute a minor part of total remuneration."
jabil inc,JBL,United States,2024-01-25 00:00:00,1810718,Annual,1d,Elect Director John C. Plant,Management,For,Against,Position paper: Time commitment of board members,Board members should devote sufficient time to fulfil their responsibilities effectively. The chairperson is responsible for leading all aspects of the board’s work and should devote a significant amount of time to fulfil his or her responsibilities effectively. Board members should contribute to effective discussions and decision-making by attending all meetings.
jabil inc,JBL,United States,2024-01-25 00:00:00,1810718,Annual,5,Reduce Ownership Threshold for Shareholders to Call Special Meeting,Shareholder,Against,For,,"Shareholders should in certain circumstances have the opportunity to raise issues of material importance without having to wait for management to schedule a meeting. All proposals subject to shareholder approval should be presented as individual items, and the vote tally should be published."
jabil inc,JBL,United States,2023-01-26 00:00:00,1703884,Annual,1d,Elect Director John C. Plant,Management,For,Against,Position paper: Time commitment of board members,Board members should devote sufficient time to fulfil their responsibilities effectively. The chairperson is responsible for leading all aspects of the board’s work and should devote a significant amount of time to fulfil his or her responsibilities effectively. Board members should contribute to effective discussions and decision-making by attending all meetings.
jabil inc,JBL,United States,2022-01-20 00:00:00,1596850,Annual,1d,Elect Director Mark T. Mondello,Management,For,Withhold,Position paper: Separation of chairperson and CEO,"The board should exercise objective judgement on corporate affairs and be able to make decisions independently of management. The roles of chairperson and CEO should not be held by the same individual. Where a company founder combines both roles, we may support this for a limited period, provided the board has put in place measures to mitigate any conflicts of interest."
jabil inc,JBL,United States,2022-01-20 00:00:00,1596850,Annual,1e,Elect Director John C. Plant,Management,For,Withhold,Position paper: Time commitment of board members,Board members should devote sufficient time to fulfil their responsibilities effectively. The chairperson is responsible for leading all aspects of the board’s work and should devote a significant amount of time to fulfil his or her responsibilities effectively. Board members should contribute to effective discussions and decision-making by attending all meetings.
jabil inc,JBL,United States,2021-01-21 00:00:00,1492295,Annual,1f,Elect Director John C. Plant,Management,For,Withhold,Position paper: Time commitment of board members,Board members should devote sufficient time to fulfil their responsibilities effectively. The chairperson is responsible for leading all aspects of the board’s work and should devote a significant amount of time to fulfil his or her responsibilities effectively. Board members should contribute to effective discussions and decision-making by attending all meetings.
jabil inc,JBL,United States,2020-01-23 00:00:00,1385698,Annual,1.6,Elect Director John C. Plant,Management,For,Withhold,,
twilio inc,TWLO,United States,2025-06-10 00:00:00,1962943,Annual,3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,Against,Position paper: CEO remuneration,"The board is responsible for attracting the right CEO and setting appropriate remuneration. A substantial proportion of annual remuneration should be provided as shares that are locked in for five to ten years, regardless of resignation or retirement. The board should provide transparency on total remuneration to avoid unacceptable outcomes. The board should ensure that all benefits have a clear business rationale. Pensionable income should constitute a minor part of total remuneration."
twilio inc,TWLO,United States,2023-06-13 00:00:00,1751110,Annual,3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,Against,Position paper: CEO remuneration,"The board is responsible for attracting the right CEO and setting appropriate remuneration. A substantial proportion of annual remuneration should be provided as shares that are locked in for five to ten years, regardless of resignation or retirement. The board should provide transparency on total remuneration to avoid unacceptable outcomes. The board should ensure that all benefits have a clear business rationale. Pensionable income should constitute a minor part of total remuneration."
twilio inc,TWLO,United States,2022-06-22 00:00:00,1649493,Annual,3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,Against,Position paper: CEO remuneration,"The board is responsible for attracting the right CEO and setting appropriate remuneration. A substantial proportion of annual remuneration should be provided as shares that are locked in for five to ten years, regardless of resignation or retirement. The board should provide transparency on total remuneration to avoid unacceptable outcomes. The board should ensure that all benefits have a clear business rationale. Pensionable income should constitute a minor part of total remuneration."
twilio inc,TWLO,United States,2021-06-16 00:00:00,1536415,Annual,1.1,Elect Director Jeff Lawson,Management,For,Withhold,Position paper: CEO remuneration,"Shareholders should have the right to seek changes to the board when it does not act in their best interest. We will consider whether the board has failed to act on material requests from shareholders, sought to circumvent shareholder proposals or implemented governance changes limiting shareholders’ rights without their approval. When voting on a proposal to discharge the board of responsibilities, we will consider whether any information raises reasonable doubt about the board’s actions. We will also take into considerations unsatisfactory financial and strategic performance, mismanaged risk-taking, unacceptable treatment of stakeholders or undesired environmental or social outcomes from company operations."
twilio inc,TWLO,United States,2021-06-16 00:00:00,1536415,Annual,1.2,Elect Director Byron Deeter,Management,For,Withhold,,"Shareholders should have the right to seek changes to the board when it does not act in their best interest. We will consider whether the board has failed to act on material requests from shareholders, sought to circumvent shareholder proposals or implemented governance changes limiting shareholders’ rights without their approval. When voting on a proposal to discharge the board of responsibilities, we will consider whether any information raises reasonable doubt about the board’s actions. We will also take into considerations unsatisfactory financial and strategic performance, mismanaged risk-taking, unacceptable treatment of stakeholders or undesired environmental or social outcomes from company operations."
twilio inc,TWLO,United States,2020-06-03 00:00:00,1424789,Annual,3,Advisory Vote to Ratify Named Executive Officers' Compensation,Management,For,Against,Position paper: CEO remuneration,"The board is responsible for attracting the right CEO and setting appropriate remuneration. A substantial proportion of annual remuneration should be provided as shares that are locked in for five to ten years, regardless of resignation or retirement. The board should provide transparency on total remuneration to avoid unacceptable outcomes. The board should ensure that all benefits have a clear business rationale. Pensionable income should constitute a minor part of total remuneration."
accton technology corp,2345,Taiwan,2025-06-12 00:00:00,1940364,Annual,4.1,"Elect a Representative of Golden Tengis Co., Ltd, with Shareholder No. 192057, as Non-independent Director",Management,For,Against,,"The company should have a robust nomination and election process to ensure an effective board that is accountable to shareholders. Shareholders should be able to participate in frequent elections of all board members, preferably on an annual basis. The company should establish reasonable procedures for shareholders to include proposals in the meeting material distributed by the company, including proposing board candidates."
